Reference,Unit__c,Description,StartDate,EndDate,Term_Years,Term_Months,Term_Days,Status,Tenure,Type
222643104,a1G4J0000025yNxUAI,2202 Aster Apts 822 Seven Sisters Rd London N,2023-11-24,2024-11-23,1,0,0,Tenanted,AST,Flat PB
222644002,a1G8d0000004RwxEAE,"Unit 2, Juniper House",2025-01-15,2025-07-14,0,6,0,Tenanted,CommLease,Commercial
222644003,a1G8d0000004Rx2EAE,"Unit 3, Juniper House",2023-09-25,2038-09-24,15,0,0,Tenanted,CommLease,Commercial
222644004,a1G8d0000004Rx7EAE,"Unit 4, Juniper House",2025-03-05,2030-03-04,5,0,0,Tenanted,CommLease,Commercial
222644005,a1G8d0000004RxCEAU,"Unit 5, Juniper House",2025-04-08,2031-04-07,6,0,0,Tenanted,CommLease,Commercial
222644006,a1G8d0000004RxHEAU,"Unit 6, Juniper House",2023-09-25,2038-09-24,15,0,0,Vacant,Vac-C,Commercial
222646001,a1G8d0000004RxMEAU,"Unit 1, Aster Apartments.",,,0,0,0,For Let,Vac-C,Commercial
222648001,a1G4J0000025yC3UAI,"201, Neon House, 207 Chapel St, Salford, M3.",2024-04-11,2025-04-10,1,0,0,Tenanted,Comp-Let,Flat PB
222648002,a1G4J0000025yb3UAA,"202, Neon House, 207 Chapel St, Salford, M3 5",2023-12-13,2024-12-12,1,0,0,Tenanted,AST,Flat PB
222648003,a1G4J0000025yjEUAQ,"203, Neon House, 207 Chapel St, Salford, M3 5",2023-08-13,2024-08-12,1,0,0,Tenanted,AST,Flat PB
222648004,a1G4J0000025yQrUAI,"204, Neon House, 207 Chapel St, Salford, M3 5",2023-07-15,2024-07-14,1,0,0,Tenanted,AST,Flat PB
222648005,a1G4J0000025yXJUAY,"205, Neon House, 207 Chapel St, Salford, M3 5",2023-07-31,2024-07-30,1,0,0,Tenanted,AST,Flat PB
222648006,a1G4J0000025yF6UAI,"206, Neon House, 207 Chapel St, Salford, M3 5",2024-05-29,2025-05-28,1,0,0,Tenanted,AST,Flat PB
222648007,a1G4J0000025yVCUAY,"301, Neon House, 207 Chapel St, Salford, M3 5",2024-06-29,2025-06-28,1,0,0,Tenanted,AST,Flat PB
222648008,a1G4J0000025yBZUAY,"302, Neon House, 207 Chapel St, Salford, M3 5",2024-01-12,2025-01-11,1,0,0,Tenanted,AST,Flat PB
222648009,a1G4J0000025yBoUAI,"303, Neon House, 207 Chapel St, Salford, M3 5",2023-05-23,2024-05-22,1,0,0,Tenanted,AST,Flat PB
222648010,a1G4J0000025xrYUAQ,"304, Neon House, 207 Chapel St, Salford, M3 5",2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222648011,a1G4J0000025wSEUAY,"305, Neon House, 207 Chapel St, Salford, M3 5",2024-02-20,2027-02-19,3,0,0,Tenanted,AST,Flat PB
222648012,a1G4J0000025yT4UAI,"306, Neon House, 207 Chapel St, Salford, M3 5",2023-08-30,2024-08-29,1,0,0,Tenanted,AST,Flat PB
222648013,a1G4J0000025y40UAA,"307, Neon House, 207 Chapel St, Salford, M3 5",2023-07-02,2024-07-01,1,0,0,Tenanted,AST,Flat PB
222648014,a1G4J0000025yiWUAQ,"308, Neon House, 207 Chapel St, Salford, M3 5",2023-09-13,2024-09-12,1,0,0,Tenanted,AST,Flat PB
222648015,a1G4J0000025ydRUAQ,"309, Neon House, 207 Chapel St, Salford, M3 5",2023-08-26,2024-08-25,1,0,0,Tenanted,AST,Flat PB
222648016,a1G4J0000025xbgUAA,"310, Neon House, 207 Chapel St, Salford, M3 5",2024-03-05,2025-03-04,1,0,0,Tenanted,AST,Flat PB
222648017,a1G4J0000025yE5UAI,"311, Neon House, 207 Chapel St, Salford, M3 5",2023-09-18,2024-09-17,1,0,0,Tenanted,AST,Flat PB
222648018,a1G4J0000025yg5UAA,"312, Neon House, 207 Chapel St, Salford, M3 5",2023-09-01,2024-08-31,1,0,0,Tenanted,AST,Flat PB
222648019,a1G4J0000025yZ9UAI,"313, Neon House, 207 Chapel St, Salford, M3 5",2024-03-13,2025-03-12,1,0,0,Tenanted,AST,Flat PB
222648020,a1G4J0000025yHwUAI,"401, Neon House, 207 Chapel St, Salford, M3 5",2024-03-11,2025-03-10,1,0,0,Tenanted,AST,Flat PB
222648021,a1G4J0000025yc8UAA,"402, Neon House, 207 Chapel St, Salford, M3 5",2023-09-10,2024-09-09,1,0,0,Tenanted,AST,Flat PB
222648022,a1G4J0000025yUKUAY,"403, Neon House, 207 Chapel St, Salford, M3 5",2024-06-01,2025-05-31,1,0,0,Tenanted,AST,Flat PB
222648023,a1G4J0000025yXfUAI,"404, Neon House, 207 Chapel St, Salford, M3 5",2023-08-11,2024-08-10,1,0,0,Tenanted,AST,Flat PB
222648024,a1G4J0000025yLKUAY,"405, Neon House, 207 Chapel St, Salford, M3 5",2023-09-12,2024-09-11,1,0,0,Tenanted,AST,Flat PB
222648025,a1G4J0000025yZtUAI,"406, Neon House, 207 Chapel St, Salford, M3 5",2024-05-26,2025-05-25,1,0,0,Tenanted,AST,Flat PB
222648026,a1G4J0000025yZEUAY,"407, Neon House, 207 Chapel St, Salford, M3 5",2023-07-05,2024-07-04,1,0,0,Tenanted,AST,Flat PB
222648027,a1G4J0000025ySWUAY,"408, Neon House, 207 Chapel St, Salford, M3 5",2022-08-31,2025-08-30,3,0,0,Tenanted,AST,Flat PB
222648028,a1G4J0000025yMDUAY,"409, Neon House, 207 Chapel St, Salford, M3 5",2023-07-19,2024-07-18,1,0,0,Tenanted,AST,Flat PB
222648029,a1G4J0000025yMVUAY,"410, Neon House, 207 Chapel St, Salford, M3 5",2024-02-17,2025-02-16,1,0,0,Tenanted,AST,Flat PB
222648030,a1G4J0000025yepUAA,"411, Neon House, 207 Chapel St, Salford, M3 5",2023-08-24,2024-08-23,1,0,0,Tenanted,AST,Flat PB
222648031,a1G4J0000025yULUAY,"412, Neon House, 207 Chapel St, Salford, M3 5",2024-01-22,2025-01-21,1,0,0,Tenanted,AST,Flat PB
222648032,a1G4J0000025ydxUAA,"413, Neon House, 207 Chapel St, Salford, M3 5",2024-07-03,2025-07-02,1,0,0,Tenanted,AST,Flat PB
222648033,a1G4J0000025xbVUAQ,"501, Neon House, 207 Chapel St, Salford, M3 5",2023-11-25,2024-11-24,1,0,0,Tenanted,AST,Flat PB
222648034,a1G4J0000025yeUUAQ,"502, Neon House, 207 Chapel St, Salford, M3 5",2023-04-14,2025-04-13,2,0,0,Tenanted,AST,Flat PB
222648035,a1G4J0000025yKrUAI,"503, Neon House, 207 Chapel St, Salford, M3 5",2023-10-07,2024-10-06,1,0,0,Tenanted,AST,Flat PB
222648036,a1G4J0000025ydXUAQ,"504, Neon House, 207 Chapel St, Salford, M3 5",2023-09-15,2024-09-14,1,0,0,Tenanted,AST,Flat PB
222648037,a1G4J0000025yH7UAI,"505, Neon House, 207 Chapel St, Salford, M3 5",2024-05-22,2025-05-21,1,0,0,Tenanted,AST,Flat PB
222648038,a1G4J0000025yH8UAI,"506, Neon House, 207 Chapel St, Salford, M3 5",2023-11-29,2024-11-28,1,0,0,Tenanted,AST,Flat PB
222648039,a1G4J0000025yXHUAY,"507, Neon House, 207 Chapel St, Salford, M3 5",2023-09-30,2024-09-29,1,0,0,Tenanted,AST,Flat PB
222648040,a1G4J0000025yL4UAI,"508, Neon House, 207 Chapel St, Salford, M3 5",2024-01-19,2025-01-18,1,0,0,Tenanted,AST,Flat PB
222648041,a1G4J0000025y6dUAA,"509, Neon House, 207 Chapel St, Salford, M3 5",2024-05-20,2025-05-19,1,0,0,Tenanted,AST,Flat PB
222648042,a1G4J0000025yMYUAY,"510,Neon House, 207 Chapel St, Salford, M3 5P",2023-08-01,2024-07-31,1,0,0,Tenanted,AST,Flat PB
222648043,a1G4J0000025ySwUAI,"511, Neon House, 207 Chapel St, Salford, M3 5",2024-05-20,2025-05-19,1,0,0,Tenanted,AST,Flat PB
222648044,a1G4J0000025yZYUAY,"512, Neon House, 207 Chapel St, Salford, M3 5",2024-06-22,2025-06-21,1,0,0,Tenanted,AST,Flat PB
222648045,a1G4J0000025yS0UAI,"513, Neon House, 207 Chapel St, Salford, M3 5",2024-04-26,2025-04-25,1,0,0,Tenanted,AST,Flat PB
222648046,a1G4J0000025ySyUAI,"601, Neon House, 207 Chapel St, Salford, M3 5",2024-03-01,2026-02-28,2,0,0,Tenanted,AST,Flat PB
222648047,a1G4J0000025y95UAA,"602, Neon House, 207 Chapel St, Salford, M3 5",2023-10-13,2024-10-12,1,0,0,Tenanted,AST,Flat PB
222648048,a1G4J0000025yTRUAY,"603, Neon House, 207 Chapel St, Salford, M3 5",2023-07-04,2024-07-03,1,0,0,Tenanted,AST,Flat PB
222648049,a1G4J0000025yNAUAY,"604, Neon House, 207 Chapel St, Salford, M3 5",2023-07-28,2024-07-27,1,0,0,Tenanted,AST,Flat PB
222648050,a1G4J0000025ygeUAA,"605, Neon House, 207 Chapel St, Salford, M3 5",2023-09-23,2024-09-22,1,0,0,Tenanted,AST,Flat PB
222648051,a1G4J0000025y3HUAQ,"606, Neon House, 207 Chapel St, Salford, M3 5",2024-04-23,2024-10-22,0,6,0,Tenanted,AST,Flat PB
222648052,a1G4J0000025ycsUAA,"607, Neon House, 207 Chapel St, Salford, M3 5",2023-08-29,2024-08-28,1,0,0,Tenanted,AST,Flat PB
222648053,a1G4J0000025xxYUAQ,"608, Neon House, 207 Chapel St, Salford, M3 5",2024-04-22,2025-04-21,1,0,0,Tenanted,AST,Flat PB
222648054,a1G4J0000025xj2UAA,"609, Neon House, 207 Chapel St, Salford, M3 5",2023-10-01,2024-09-30,1,0,0,Tenanted,AST,Flat PB
222648055,a1G4J0000025yOWUAY,"610, Neon House, 207 Chapel St, Salford, M3 5",2023-12-04,2024-12-03,1,0,0,Tenanted,AST,Flat PB
222648056,a1G4J0000025xusUAA,"611, Neon House, 207 Chapel St, Salford, M3 5",2023-07-05,2024-07-04,1,0,0,Tenanted,AST,Flat PB
222648057,a1G4J0000025yBuUAI,"612, Neon House, 207 Chapel St, Salford, M3 5",2023-09-16,2024-09-15,1,0,0,Tenanted,AST,Flat PB
222648058,a1G4J0000025y36UAA,"613, Neon House, 207 Chapel St, Salford, M3 5",2023-09-06,2024-09-05,1,0,0,Tenanted,AST,Flat PB
222648059,a1G4J0000025yTGUAY,"701, Neon House, 207 Chapel St, Salford, M3 5",2023-07-29,2024-07-28,1,0,0,Tenanted,AST,Flat PB
222648060,a1G4J0000025yIsUAI,"702, Neon House, 207 Chapel St, Salford, M3 5",2023-10-08,2025-10-07,2,0,0,Tenanted,AST,Flat PB
222648061,a1G4J0000025y92UAA,"703, Neon House, 207 Chapel St, Salford, M3 5",2024-03-30,2025-03-29,1,0,0,Tenanted,AST,Flat PB
222648062,a1G4J0000025vu3UAA,"704, Neon House, 207 Chapel St, Salford, M3 5",2023-09-30,2024-09-29,1,0,0,Tenanted,AST,Flat PB
222648063,a1G4J0000025yHNUAY,"705, Neon House, 207 Chapel St, Salford, M3 5",2023-09-25,2024-09-24,1,0,0,Tenanted,AST,Flat PB
222648064,a1G4J0000025yOuUAI,"706, Neon House, 207 Chapel St, Salford, M3 5",2023-09-06,2024-09-07,1,0,2,Tenanted,AST,Flat PB
222648065,a1G4J0000025yEUUAY,"707, Neon House, 207 Chapel St, Salford, M3 5",2023-08-17,2024-08-16,1,0,0,Tenanted,AST,Flat PB
222648066,a1G4J0000025yYHUAY,"708, Neon House, 207 Chapel St, Salford, M3 5",2024-03-14,2025-03-13,1,0,0,Tenanted,AST,Flat PB
222648067,a1G4J0000025yIAUAY,"709, Neon House, 207 Chapel St, Salford, M3 5",2023-10-11,2024-10-10,1,0,0,Tenanted,AST,Flat PB
222648068,a1G4J0000025yZ6UAI,"710, Neon House, 207 Chapel St, Salford, M3 5",2023-09-03,2024-09-02,1,0,0,Tenanted,AST,Flat PB
222648069,a1G4J0000025yMxUAI,"711, Neon House, 207 Chapel St, Salford, M3 5",2024-05-28,2025-05-27,1,0,0,Tenanted,AST,Flat PB
222648070,a1G4J0000025wiDUAQ,"712, Neon House, 207 Chapel St, Salford, M3 5",2024-04-30,2025-04-29,1,0,0,Tenanted,AST,Flat PB
222648071,a1G4J0000025yUVUAY,"713, Neon House, 207 Chapel St, Salford, M3 5",2024-05-15,2026-05-14,2,0,0,Tenanted,AST,Flat PB
222648072,a1G4J0000025yU5UAI,"801, Neon House, 207 Chapel St, Salford, M3 5",2023-08-16,2024-08-15,1,0,0,Tenanted,AST,Flat PB
222648073,a1G4J0000025yOPUAY,"802, Neon House, 207 Chapel St, Salford, M3 5",,,0,0,0,For Let,Vacant,Flat PB
222648074,a1G4J0000025yWPUAY,"803, Neon House, 207 Chapel St, Salford, M3 5",2023-09-03,2024-09-02,1,0,0,Tenanted,AST,Flat PB
222648075,a1G4J0000025yX6UAI,"804, Neon House, 207 Chapel St, Salford, M3 5",2023-07-10,2024-07-09,1,0,0,Tenanted,AST,Flat PB
222648076,a1G4J0000025yjFUAQ,"805, Neon House, 207 Chapel St, Salford, M3 5",2024-03-15,2025-03-14,1,0,0,Tenanted,AST,Flat PB
222648077,a1G4J0000025ydTUAQ,"805A, Neon House, 207 Chapel St, Salford, M3",,,0,0,0,For Let,Vacant,Studio
222648078,a1G4J0000025yJ3UAI,"806, Neon House, 207 Chapel St, Salford, M3 5",2021-08-24,2024-08-23,3,0,0,Tenanted,AST,Flat PB
222648079,a1G4J0000025yQ5UAI,"807, Neon House, 207 Chapel St, Salford, M3 5",2022-09-16,2024-09-15,2,0,0,Tenanted,AST,Flat PB
222648080,a1G4J0000025ycnUAA,"808, Neon House, 207 Chapel St, Salford, M3 5",2023-08-20,2026-08-19,3,0,0,Tenanted,AST,Flat PB
222648081,a1G4J0000025xu2UAA,"809, Neon House, 207 Chapel St, Salford, M3 5",2023-09-24,2024-09-23,1,0,0,Tenanted,AST,Flat PB
222648082,a1G4J0000025yXvUAI,"810, Neon House, 207 Chapel St, Salford, M3 5",2023-08-20,2025-08-19,2,0,0,Tenanted,AST,Flat PB
222648083,a1G4J0000025yBpUAI,"811, Neon House, 207 Chapel St, Salford, M3 5",2023-07-03,2024-07-02,1,0,0,Tenanted,AST,Flat PB
222648084,a1G4J0000025yPzUAI,"901, Neon House, 207 Chapel St, Salford, M3 5",2023-06-23,2024-06-22,1,0,0,Tenanted,AST,Flat PB
222648085,a1G4J0000025yM5UAI,"902, Neon House, 207 Chapel St, Salford, M3 5",2024-05-17,2025-11-16,1,6,0,Tenanted,AST,Flat PB
222648086,a1G4J0000025yNUUAY,"903, Neon House, 207 Chapel St, Salford, M3 5",2023-10-24,2024-10-23,1,0,0,Tenanted,AST,Flat PB
222648087,a1G4J0000025yWZUAY,"904, Neon House, 207 Chapel St, Salford, M3 5",2023-10-13,2024-10-12,1,0,0,Tenanted,AST,Flat PB
222648088,a1G4J0000025yC4UAI,"905, Neon House, 207 Chapel St, Salford, M3 5",2023-07-03,2024-07-02,1,0,0,Tenanted,AST,Flat PB
222648089,a1G4J0000025yb5UAA,"906, Neon House, 207 Chapel St, Salford, M3 5",2023-09-07,2024-09-06,1,0,0,Tenanted,AST,Flat PB
222648090,a1G4J0000025yW6UAI,"907, Neon House, 207 Chapel St, Salford, M3 5",2023-09-17,2025-09-16,2,0,0,Tenanted,AST,Flat PB
222648091,a1G4J0000025yZfUAI,"908, Neon House, 207 Chapel St, Salford, M3 5",2023-10-05,2025-10-04,2,0,0,Tenanted,AST,Flat PB
222648092,a1G4J0000025xdEUAQ,"909, Neon House, 207 Chapel St, Salford, M3 5",2024-05-12,2025-05-11,1,0,0,Tenanted,AST,Flat PB
222648093,a1G4J0000025yYzUAI,"910, Neon House, 207 Chapel St, Salford, M3 5",2023-05-08,2024-05-07,1,0,0,Tenanted,AST,Flat PB
222648094,a1G4J0000025yRmUAI,"911, Neon House, 207 Chapel St, Salford, M3 5",2023-06-20,2024-06-19,1,0,0,Tenanted,AST,Flat PB
222648095,a1G4J0000025y6EUAQ,"912, Neon House, 207 Chapel St, Salford, M3 5",2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222648096,a1G4J0000025yivUAA,"1001, Neon House, 207 Chapel St, Salford, M3",2023-08-26,2024-08-25,1,0,0,Tenanted,AST,Flat PB
222648097,a1G4J0000025yGmUAI,"1002, Neon House, 207 Chapel St, Salford, M3",2024-06-22,2025-06-21,1,0,0,Tenanted,AST,Flat PB
222648098,a1G4J0000025ygpUAA,"1003, Neon House, 207 Chapel St, Salford, M3",2023-09-07,2024-09-06,1,0,0,Tenanted,AST,Flat PB
222648099,a1G4J0000025xteUAA,"1004, Neon House, 207 Chapel St, Salford, M3",2024-02-08,2025-02-07,1,0,0,Tenanted,AST,Flat PB
222648100,a1G4J0000025yQ9UAI,"1005, Neon House, 207 Chapel St, Salford, M3",2023-06-05,2024-06-04,1,0,0,Tenanted,AST,Flat PB
222648101,a1G4J0000025yScUAI,"1006, Neon House, 207 Chapel St, Salford, M3",2023-06-11,2025-06-10,2,0,0,Tenanted,AST,Flat PB
222648102,a1G4J0000025yIyUAI,"1007, Neon House, 207 Chapel St, Salford, M3",2024-07-05,2025-07-04,1,0,0,Tenanted,AST,Flat PB
222648103,a1G4J0000025yc7UAA,"1008, Neon House, 207 Chapel St, Salford, M3",2023-08-24,2024-08-23,1,0,0,Tenanted,AST,Flat PB
222648104,a1G4J0000025ybKUAQ,"1009, Neon House, 207 Chapel St, Salford, M3",2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222648105,a1G4J0000025yVtUAI,"1010, Neon House, 207 Chapel St, Salford, M3",2023-09-30,2025-09-29,2,0,0,Tenanted,AST,Flat PB
222648106,a1G4J0000025yI2UAI,"1011, Neon House, 207 Chapel St, Salford, M3",2024-03-08,2026-03-07,2,0,0,Tenanted,AST,Flat PB
222648107,a1G4J0000025yNEUAY,"1012, Neon House, 207 Chapel St, Salford, M3",2023-09-02,2024-09-01,1,0,0,Tenanted,AST,Flat PB
222648108,a1G4J0000025yEYUAY,"1101, Neon House, 207 Chapel St, Salford, M3",2024-03-14,2024-09-13,0,6,0,Tenanted,AST,Flat PB
222648109,a1G4J0000025yhSUAQ,"1102, Neon House, 207 Chapel St, Salford, M3",2023-08-24,2024-08-23,1,0,0,Tenanted,AST,Flat PB
222648110,a1G4J0000025xzHUAQ,"1103, Neon House, 207 Chapel St, Salford, M3",2023-12-03,2024-12-02,1,0,0,Tenanted,AST,Flat PB
222648111,a1G4J0000025yXwUAI,"1104, Neon House, 207 Chapel St, Salford, M3",2023-08-11,2024-08-10,1,0,0,Tenanted,AST,Flat PB
222648112,a1G4J0000025yE0UAI,"1105, Neon House, 207 Chapel St, Salford, M3",,,0,0,0,For Let,Vacant,Flat PB
222648113,a1G4J0000025yPxUAI,"1106, Neon House, 207 Chapel St, Salford, M3",2023-10-26,2024-10-25,1,0,0,Tenanted,AST,Flat PB
222648114,a1G4J0000025yeJUAQ,"1107, Neon House, 207 Chapel St, Salford, M3",2024-05-03,2025-05-02,1,0,0,Tenanted,AST,Flat PB
222648115,a1G4J0000025yeYUAQ,"1108, Neon House, 207 Chapel St, Salford, M3",2021-11-29,2024-11-28,3,0,0,Tenanted,AST,Flat PB
222648116,a1G4J0000025yezUAA,"1109, Neon House, 207 Chapel St, Salford, M3",2023-12-04,2024-12-03,1,0,0,Tenanted,AST,Flat PB
222648117,a1G4J0000025yflUAA,"1110, Neon House, 207 Chapel St, Salford, M3",2024-03-23,2025-03-22,1,0,0,Tenanted,AST,Flat PB
222648118,a1G4J0000025yY6UAI,"1111, Neon House, 207 Chapel St, Salford, M3",2022-11-29,2024-11-28,0,24,0,Tenanted,AST,Flat PB
222648119,a1G4J0000025yEqUAI,"1112, Neon House, 207 Chapel St, Salford, M3",2023-08-26,2024-08-25,1,0,0,Tenanted,AST,Flat PB
222648120,a1G4J0000025ybNUAQ,"1201, Neon House, 207 Chapel St, Salford, M3",2024-03-04,2025-03-03,1,0,0,Tenanted,AST,Flat PB
222648121,a1G4J0000025y9JUAQ,"1202, Neon House, 207 Chapel St, Salford, M3",2023-09-09,2024-09-08,1,0,0,Tenanted,AST,Flat PB
222648122,a1G4J0000025yDoUAI,"1203, Neon House, 207 Chapel St, Salford, M3",2023-10-03,2024-10-02,1,0,0,Tenanted,AST,Flat PB
222648123,a1G4J0000025yW8UAI,"1204, Neon House, 207 Chapel St, Salford, M3",2023-07-13,2024-07-12,1,0,0,Tenanted,Comp-Let,Flat PB
222648124,a1G4J0000025yWMUAY,"1205, Neon House, 207 Chapel St, Salford, M3",2023-05-24,2024-05-23,1,0,0,Tenanted,AST,Flat PB
222648125,a1G4J0000025yf2UAA,"1206, Neon House, 207 Chapel St, Salford, M3",2023-07-13,2024-07-12,1,0,0,Tenanted,AST,Flat PB
222648126,a1G4J0000025xAWUAY,"1207, Neon House, 207 Chapel St, Salford, M3",2025-04-16,2026-04-15,1,0,0,Tenanted,AST,Flat PB
222648127,a1G4J0000025ySQUAY,"1208, Neon House, 207 Chapel St, Salford, M3",,,0,0,0,For Let,Vacant,Flat PB
222648128,a1G4J0000025yR2UAI,"1209, Neon House, 207 Chapel St, Salford, M3",2023-08-21,2024-08-20,1,0,0,Tenanted,AST,Flat PB
222648129,a1G4J0000025yJqUAI,"1210, Neon House, 207 Chapel St, Salford, M3",2024-06-12,2025-06-11,0,12,0,Tenanted,AST,Flat PB
222648130,a1G4J0000025yOlUAI,"1211, Neon House, 207 Chapel St, Salford, M3",2023-07-07,2024-07-06,1,0,0,Tenanted,AST,Flat PB
222648131,a1G4J0000025ykbUAA,"1212, Neon House, 207 Chapel St, Salford, M3",2023-09-09,2024-09-08,1,0,0,Tenanted,AST,Flat PB
222648132,a1G4J0000025y8QUAQ,"1301, Neon House, 207 Chapel St, Salford, M3",2023-10-23,2024-10-22,1,0,0,Tenanted,AST,Flat PB
222648133,a1G4J0000025yZiUAI,"1302, Neon House, 207 Chapel St, Salford, M3",2023-11-20,2025-11-19,2,0,0,Tenanted,AST,Flat PB
222648134,a1G4J0000025y31UAA,"1303, Neon House, 207 Chapel St, Salford, M3",2023-06-22,2024-06-21,1,0,0,Tenanted,AST,Flat PB
222648135,a1G4J0000025yZ0UAI,"1304, Neon House, 207 Chapel St, Salford, M3",2023-09-08,2024-09-07,1,0,0,Tenanted,AST,Flat PB
222648136,a1G4J0000025yCGUAY,"1305, Neon House, 207 Chapel St, Salford, M3",2023-11-09,2024-11-08,1,0,0,Tenanted,AST,Flat PB
222648137,a1G4J0000025ya2UAA,"1306, Neon House, 207 Chapel St, Salford, M3",2023-11-07,2024-11-06,1,0,0,Tenanted,AST,Flat PB
222648138,a1G4J0000025yQXUAY,"1307, Neon House, 207 Chapel St, Salford, M3",2023-10-22,2024-10-21,1,0,0,Tenanted,AST,Flat PB
222648139,a1G4J0000025yZkUAI,"1308, Neon House, 207 Chapel St, Salford, M3",2023-11-01,2024-10-31,1,0,0,Tenanted,AST,Flat PB
222648140,a1G4J0000025yXXUAY,"1309, Neon House, 207 Chapel St, Salford, M3",,,0,0,0,For Let,Vacant,Flat PB
222648141,a1G4J0000025ySXUAY,"1310, Neon House, 207 Chapel St, Salford, M3",2023-11-13,2024-11-12,1,0,0,Tenanted,AST,Flat PB
222648142,a1G4J0000025yBaUAI,"1311, Neon House, 207 Chapel St, Salford, M3",2023-08-18,2024-08-17,1,0,0,Tenanted,AST,Flat PB
222648143,a1G4J0000025yckUAA,"1312, Neon House, 207 Chapel St, Salford, M3",2023-09-20,2024-09-19,1,0,0,Tenanted,AST,Flat PB
222648144,a1G4J0000025yaZUAQ,"1401, Neon House, 207 Chapel St, Salford, M3",2023-09-22,2024-09-21,1,0,0,Tenanted,AST,Flat PB
222648145,a1G4J0000025yhrUAA,"1402, Neon House, 207 Chapel St, Salford, M3",2023-08-22,2024-08-21,1,0,0,Tenanted,AST,Flat PB
222648146,a1G4J0000025xzTUAQ,"1403, Neon House, 207 Chapel St, Salford, M3",2024-02-23,2025-02-22,1,0,0,Tenanted,AST,Flat PB
222648147,a1G4J0000025ycwUAA,"1404, Neon House, 207 Chapel St, Salford, M3",2023-09-11,2024-09-10,1,0,0,Tenanted,AST,Flat PB
222648148,a1G4J0000025yGdUAI,"1405, Neon House, 207 Chapel St, Salford, M3",2024-04-12,2024-10-11,0,6,0,Tenanted,AST,Flat PB
222648149,a1G4J0000025yD7UAI,"1406, Neon House, 207 Chapel St, Salford, M3",2024-07-29,2025-07-28,1,0,0,Tenanted,AST,Flat PB
222648150,a1G4J0000025xsvUAA,"1407, Neon House, 207 Chapel St, Salford, M3",2024-06-21,2025-06-20,1,0,0,Tenanted,AST,Flat PB
222648151,a1G4J0000025yI6UAI,"1408, Neon House, 207 Chapel St, Salford, M3",2023-12-13,2024-12-12,1,0,0,Tenanted,AST,Flat PB
222648152,a1G4J0000025yNkUAI,"1409, Neon House, 207 Chapel St, Salford, M3",2023-08-24,2024-08-23,1,0,0,Tenanted,AST,Flat PB
222648153,a1G4J0000025yQkUAI,"1410, Neon House, 207 Chapel St, Salford, M3",2024-03-12,2025-03-11,1,0,0,Tenanted,AST,Flat PB
222648154,a1G4J0000025yPrUAI,"1411, Neon House, 207 Chapel St, Salford, M3",2023-07-01,2024-06-30,1,0,0,Tenanted,AST,Flat PB
222648155,a1G4J0000025ybtUAA,"1412, Neon House, 207 Chapel St, Salford, M3",2023-09-08,2024-09-07,1,0,0,Tenanted,AST,Flat PB
222648156,a1G4J0000025ySbUAI,"1501, Neon House, 207 Chapel St, Salford, M3",2023-08-18,2024-08-17,1,0,0,Tenanted,AST,Flat PB
222648157,a1G4J0000025yQGUAY,"1502, Neon House, 207 Chapel St, Salford, M3",2023-06-22,2024-06-21,1,0,0,Tenanted,AST,Flat PB
222648158,a1G4J0000025yANUAY,"1503, Neon House, 207 Chapel St, Salford, M3",2023-10-13,2024-10-12,1,0,0,Tenanted,AST,Flat PB
222648159,a1G4J0000025y1aUAA,"1504, Neon House, 207 Chapel St, Salford, M3",2023-07-21,2024-07-20,1,0,0,Tenanted,AST,Flat PB
222648160,a1G4J0000025y0hUAA,"1505, Neon House, 207 Chapel St, Salford, M3",,,0,0,0,For Let,Vacant,Flat PB
222648161,a1G4J0000025yi6UAA,"1506, Neon House, 207 Chapel St, Salford, M3",2024-05-06,2025-05-05,1,0,0,Tenanted,AST,Flat PB
222648162,a1G4J0000025y8vUAA,"1601, Neon House, 207 Chapel St, Salford, M3",2023-08-28,2024-08-27,1,0,0,Tenanted,AST,Flat PB
222648163,a1G4J0000025yS7UAI,"1602, Neon House, 207 Chapel St, Salford, M3",2023-04-08,2025-04-07,0,24,0,Tenanted,AST,Flat PB
222648164,a1G4J0000025ydBUAQ,"1603, Neon House, 207 Chapel St, Salford, M3",2023-07-17,2024-07-16,1,0,0,Tenanted,AST,Flat PB
222648165,a1G4J0000025xpoUAA,"1604, Neon House, 207 Chapel St, Salford, M3",2023-06-30,2024-06-29,1,0,0,Tenanted,AST,Flat PB
222648166,a1G4J0000025yb2UAA,"1605, Neon House, 207 Chapel St, Salford, M3",2023-11-27,2025-11-26,2,0,0,Tenanted,AST,Flat PB
222648167,a1G4J0000025yfRUAQ,"1606, Neon House, 207 Chapel St, Salford, M3",2023-09-12,2024-09-11,1,0,0,Tenanted,AST,Flat PB
222648168,a1G4J0000025ySRUAY,"1701, Neon House, 207 Chapel St, Salford, M3",2023-10-04,2025-10-03,2,0,0,Tenanted,AST,Flat PB
222648169,a1G4J0000025xx3UAA,"1702, Neon House, 207 Chapel St, Salford, M3",2024-01-15,2025-01-14,1,0,0,Tenanted,AST,Flat PB
