"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","11","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","19","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","53","The method 'addToBasketHandler' has a Standard Cyclomatic Complexity of 12.","Design","StdCyclomaticComplexity"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","53","The method 'addToBasketHandler(Map<Id, Quote>)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","66","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","67","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","72","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","75","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","83","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","86","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","90","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","96","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","99","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandlerTest.cls","3","4","The method initData() has an NCSS line count of 67","Design","NcssMethodCount"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandlerTest.cls","3","132","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","14","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","18","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","18","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","32","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","35","Deeply nested if..else statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","44","Deeply nested if..else statements are hard to read","Design","AvoidDeeplyNestedIfStmts"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","93","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","106","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","114","Missing ApexDoc comment","Documentation","ApexDoc"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","114","The method 'getTimelineItemChildData(String, String, String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","121","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","123","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","128","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"16","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","131","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"17","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","154","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"18","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","155","Apex classes should escape variables merged in DML query","Security","ApexSOQLInjection"
"19","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","165","Avoid long parameter lists","Design","ExcessiveParameterList"
"20","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","171","Avoid operations in loops that may hit governor limits","Performance","OperationWithLimitsInLoop"
"21","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","171","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"22","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","180","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"23","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","183","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"24","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","187","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"25","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","191","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"26","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","198","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"27","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","201","Avoid operations in loops that may hit governor limits","Performance","OperationWithLimitsInLoop"
"28","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","219","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"29","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","220","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"30","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProvider.cls","3","222","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProviderTest.cls","3","68","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProviderTest.cls","3","74","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProviderTest.cls","3","79","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\RecordTimelineDataProviderTest.cls","3","86","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","12","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","19","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","36","Consider using named credentials for authenticated callouts","Security","ApexSuggestUsingNamedCred"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","62","Avoid long parameter lists","Design","ExcessiveParameterList"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","62","Missing ApexDoc @description","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","62","Missing or mismatched ApexDoc @param","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","62","Unexpected ApexDoc @return","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","63","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","68","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","78","Missing ApexDoc comment","Documentation","ApexDoc"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","86","Missing ApexDoc comment","Documentation","ApexDoc"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","94","Missing ApexDoc comment","Documentation","ApexDoc"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","105","Apex classes should escape variables merged in DML query","Security","ApexSOQLInjection"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtil.cls","3","122","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtilAddApplicants.cls","3","11","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtilAddApplicants.cls","3","14","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtilAddApplicants.cls","3","14","The method 'addApplicants(List<Id>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtilAddApplicants.cls","3","17","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtilAddApplicants.cls","3","17","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\ReferencingUtilAddApplicants.cls","3","17","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
