Unit Reference,Salesforce Unit id,Unit  description,Event,Action Date,Event Date,Status,Attention Of,Unit Tenure,Unit Type,Unit Status,Include/Exclude,Multiple Rent Review Diaries,Comment
106655001,a1G4J0000025ueZUAQ,"2, Nurses Houses, Tenbury Wells, Worcestershi",Rent Review,2026-05-27,2026-09-27,Pending,RTX,Assd.Per,S/D House,For Sale,Include,No,
127773002,a1GNz0000000uVFMAY,"2 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2026-05-28,2026-08-28,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851007,a1GNz000002WQUTMA4,"7 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2026-05-28,2026-08-28,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127483005,a1G4J0000025xV2UAI,"5 Poppy Apartments, E16 2YH",Rent Review,2026-05-29,2026-08-29,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483018,a1G4J0000025xXgUAI,"18 Poppy Apartments, E16 2YH",Rent Review,2026-05-29,2026-09-29,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483057,a1G4J0000025xVCUAY,"57 Poppy Apartments, E16 2YH",Rent Review,2026-05-29,2026-09-29,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
114773001,a1G4J0000025wLUUAY,"65, Mirabel Road, Fulham, London",Rent Review,2026-05-30,2026-09-30,Pending,SW4,Assd.Per,Flat PB,Tenanted,Include,No,
127090001,a1G4J0000025x4HUAQ,"15 Stuart Lane Wellesley, Aldershot GU11 4AD",Rent Review,2026-05-30,2026-09-30,Pending,MM2,Sh Owner,Det House,Tenanted,Include,No,
127091001,a1G4J0000025wzIUAQ,"23 Stuart Lane Wellesley, Aldershot GU11 4AD",Rent Review,2026-05-30,2026-09-30,Pending,MM2,Sh Owner,Det House,Tenanted,Include,No,
127331017,a1G4J0000025xQ6UAI,"17 Smith House, Burke Place, Wellesley, Alder",Rent Review,2026-05-30,2026-09-30,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127409001,a1G4J0000025xPsUAI,"15 Corunna Avenue, Wellesley, Hants GU11 4BG",Rent Review,2026-05-30,2026-08-30,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127412001,a1G4J0000025xUwUAI,"9 Corunna Avenue, Wellesley, Hants GU11 4BG",Rent Review,2026-05-30,2026-09-30,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127483009,a1G4J0000025xWoUAI,"9 Poppy Apartments, E16 2YH",Rent Review,2026-05-30,2026-09-30,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483024,a1G4J0000025xHIUAY,"24 Poppy Apartments, E16 2YH",Rent Review,2026-05-30,2026-09-30,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483029,a1G4J0000025xXvUAI,"29 Poppy Apartments, E16 2YH",Rent Review,2026-05-30,2026-09-30,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127536020,a1G4J0000025xOdUAI,"402 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-05-30,2026-09-30,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127645001,a1G4J000004PvPPUA0,"30 Barfoot Close, Waterlooville, PO7 3DS",Rent Review,2026-05-30,2026-09-30,Pending,DGX,Sh Owner,S/D House,Tenanted,Include,No,
127708001,a1G8d00000059ooEAA,"8 Evelyn Close, Waterlooville, PO7 3DX",Rent Review,2026-06-02,2026-09-02,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127012001,a1G4J0000025vzIUAQ,"7, Trenchard Close, Waterlooville,  PO7 5FN",Rent Review,2026-06-04,2026-10-04,Pending,MM2,Gr Lets,Mid Terrace,Tenanted,Include,No,
127251001,a1G4J0000025xEDUAY,"23 Beatty Gardens, Waterlooville, Hampshire,",Rent Review,2026-06-05,2026-06-05,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127773001,a1GNz0000000uTdMAI,"1 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2026-06-07,2026-09-07,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127109001,a1G4J0000025x9HUAQ,"6 Newlands, Waterlooville, Hampshire, PO7 5FH",Rent Review,2026-06-08,2026-06-08,Pending,SO3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127248001,a1G4J0000025wtAUAQ,"29 Beatty Gardens, Waterlooville, Hampshire",Rent Review,2026-06-08,2026-06-08,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127249001,a1G4J0000025xKTUAY,"27 Beatty Gardens, Waterlooville, Hampshire",Rent Review,2026-06-08,2026-06-08,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127702001,a1G8d00000059oZEAQ,"18 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-06-11,2026-09-11,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127324001,a1G4J0000025xJzUAI,"15 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-06-12,2026-09-12,Pending,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127727001,a1G8d0000005i3WEAQ,"7 Graham Close, Wellesley, Hants, GU11 4DJ",Rent Review,2026-06-12,2026-09-12,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127728001,a1G8d0000005i2EEAQ,"8 Graham Close, Wellesley, Hants, GU11 4DJ",Rent Review,2026-06-12,2026-09-12,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127252001,a1G4J0000025wn1UAA,"21 Beatty Gardens, Waterlooville, Hampshire,",Rent Review,2026-06-13,2026-06-13,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127839001,a1GNz000001yebWMAQ,"4 Macadam Way, GU11 4FT",Rent Review,2026-06-16,2026-09-16,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127840001,a1GNz000001yggXMAQ,"2 Macadam Way, GU11 4FT",Rent Review,2026-06-17,2026-09-17,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127576001,a1G4J0000025xDJUAY,"22 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-06-18,2026-09-18,Pending,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127838001,a1GNz000001ygWrMAI,"6 Macadam Way, GU11 4FT",Rent Review,2026-06-19,2026-09-19,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127705001,a1G8d00000059oFEAQ,"8 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-06-21,2026-09-21,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127536009,a1G4J0000025xc7UAA,"203 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-06-22,2026-09-22,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127536012,a1G4J0000025wzOUAQ,"206 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-06-22,2026-09-22,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127536022,a1G4J0000025xZZUAY,"404 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-06-22,2026-09-22,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127854001,a1GNz000002WQKnMAO,"101 Newlands Avenue, Waterlooville, PO7 3EA.",Rent Review,2026-06-23,2026-09-23,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127135001,a1G4J0000025xDHUAY,"11 Acland Street Wellesley, Aldershot GU11 4A",Rent Review,2026-06-27,2026-06-27,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127152001,a1G4J0000025x0HUAQ,"6 Poppy Fields, Waterlooville, Hampshire, PO7",Rent Review,2026-06-28,2026-06-28,Pending,SO3,Gr Lets,End Terrace,Tenanted,Include,No,
127179001,a1G4J0000025wVTUAY,"20 Jerome Street Wellesley, Aldershot, GU11",Rent Review,2026-06-29,2026-09-29,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127703001,a1G8d00000059oUEAQ,"12 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-06-29,2026-09-29,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
109044001,a1G4J0000025ty2UAA,"Hollybush Bungalow, Nr Hexham, NE46",Rent Review,2026-07-01,2026-10-01,Pending,PJN,Assd.Per,DetBungalow,Tenanted,Include,No,
122168002,a1G4J0000025wiPUAQ,"2 Little Plant House, Woods Sq, Waterlooville",Rent Review,2026-07-01,2026-10-01,Pending,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127384001,a1G4J0000025xPGUAY,"9, Tanner Street, Aldershot, GU11 4BQ",Rent Review,2026-07-01,2026-10-01,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127525001,a1G4J0000025xbTUAQ,"10 Bruneval Drive, Wellesley, Aldershot GU11",Rent Review,2026-07-01,2026-10-01,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127535014,a1G4J0000025xcgUAA,304 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-07-01,2026-10-01,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127535017,a1G4J0000025xc8UAA,307 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-07-01,2026-10-01,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127704001,a1G8d00000059ojEAA,"10 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-07-01,2026-10-01,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
418601003,a1G4J0000025zmsUAA,"27 The Gardens, Raised GF, London SE22 9QE",Rent Review,2026-07-01,2026-10-01,Pending,DGX,Assd.Per,Flat PB,Tenanted,Include,No,
418604006,a1G4J0000025zTDUAY,"30 The Gardens, TF, London SE22 9QF",Rent Review,2026-07-01,2026-10-01,Pending,DGX,Assd.Per,Flat PB,Tenanted,Include,No,
127408015,a1G4J0000025xUTUAY,"15 Ensor Hse, 17 Corunna Ave, Wellesley, Hant",Rent Review,2026-07-02,2026-10-02,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127491001,a1G4J0000025xZtUAI,"6 Robins Road, Waterlooville, PO7 3DE",Rent Review,2026-07-02,2026-10-02,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127778001,a1GNz0000000zY9MAI,"26 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2026-07-05,2026-10-05,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127194001,a1G4J0000025xJZUAY,"9 Jerome Street Wellesley, Aldershot GU11 4AR",Rent Review,2026-07-06,2026-10-06,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127587003,a1G4J0000025xa6UAA,"3 Cove Hse, Birkbeck Cl, Waterlooville, PO7",Rent Review,2026-07-06,2026-10-06,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127734001,a1G8d0000005i3REAQ,"4 Pakenham Road, Waterlooville PO7 3BY",Rent Review,2026-07-06,2026-10-06,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127107007,a1G4J0000025x55UAA,"7 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2026-07-07,2026-10-07,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127331007,a1G4J0000025xQ1UAI,"7 Smith House, Burke Place, Wellesley, Alders",Rent Review,2026-07-07,2026-10-07,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127436001,a1G4J0000025xM0UAI,"21 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2026-07-07,2026-10-07,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127521001,a1G4J0000025xM8UAI,"20 Birkbeck Close, Waterlooville PO7 3DP",Rent Review,2026-07-07,2026-10-07,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127080001,a1G4J0000025wbpUAA,"1 Sopwith Place, Waterlooville, Hampshire P07",Rent Review,2026-07-08,2026-10-08,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127284001,a1G4J0000025x1SUAQ,"11 Fraser Road, Wellesley, Aldershot, GU11 4B",Rent Review,2026-07-08,2026-10-08,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127535015,a1G4J0000025xcRUAQ,305 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-07-08,2026-10-08,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127559001,a1G4J0000025x5RUAQ,"4 Fire Station Road, Wellesley, Aldershot GU1",Rent Review,2026-07-08,2026-10-08,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127642001,a1G4J000004PvOHUA0,"38 Barfoot Close, Waterlooville, PO7 3DS",Rent Review,2026-07-08,2026-10-08,Pending,DGX,Sh Owner,S/D House,Tenanted,Include,No,
127643001,a1G4J000004PvP5UAK,"40 Barfoot Close, Waterlooville, PO7 3DS",Rent Review,2026-07-08,2026-10-08,Pending,DGX,Sh Owner,S/D House,Tenanted,Include,No,
127408011,a1G4J0000025vQuUAI,"11 Ensor Hse, 17 Corunna Ave, Wellesley, Hant",Rent Review,2026-07-09,2026-10-09,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127137003,a1G4J0000025xBvUAI,"3 Owen House, Trenchard Close, Waterlooville,",Rent Review,2026-07-10,2026-10-10,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127483054,a1G4J0000025xLyUAI,"54 Poppy Apartments, E16 2YH",Rent Review,2026-07-10,2026-10-10,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127731001,a1G8d0000005i2JEAQ,"16 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-07-10,2026-10-10,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127483053,a1G4J0000025xXPUAY,"53 Poppy Apartments, E16 2YH",Rent Review,2026-07-11,2026-10-11,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127483066,a1G4J0000025xVxUAI,"66 Poppy Apartments, E16 2YH",Rent Review,2026-07-11,2026-10-11,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127536025,a1G4J0000025xclUAA,"501 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-11,2026-10-11,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127651001,a1G8d0000004H0pEAE,"11 Albuhera Road, Wellesley, Aldershot, Hants",Rent Review,2026-07-11,2026-10-11,Pending,CC1,Sh Owner,S/D House,Tenanted,Include,No,
127082001,a1G4J0000025wyBUAQ,"3 Sopwith Place, Waterlooville, Hampshire",Rent Review,2026-07-12,2026-10-12,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127732001,a1G8d0000005i2dEAA,"14 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-07-12,2026-10-12,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127483059,a1G4J0000025xGFUAY,"59 Poppy Apartments, E16 2YH",Rent Review,2026-07-14,2026-10-14,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127548001,a1G4J0000025xSwUAI,"4 Parker Drive, Waterlooville, PO7 3DA",Rent Review,2026-07-14,2026-10-14,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127611008,a1G4J0000025xcYUAQ,"Flat 6 Cooper House, 2 McGrigor Mews, Aldersh",Rent Review,2026-07-14,2026-10-14,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127638001,a1G4J000004PvOMUA0,"2 Hunt Way, Waterlooville, PO7 3BU",Rent Review,2026-07-14,2026-10-14,Pending,DGX,Sh Owner,Flat PB,Tenanted,Include,No,
127656001,a1G8d0000004KmmEAE,"78 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2026-07-15,2026-10-15,Pending,DGX,Sh Owner,Mid Terrace,Tenanted,Include,No,
127402001,a1G4J0000025xEnUAI,"13 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2026-07-18,2026-10-18,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127411001,a1G4J0000025xSKUAY,"11 Corunna Avenue, Wellesley, Hants GU11 4BG",Rent Review,2026-07-18,2026-10-18,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127536001,a1G4J0000025xQIUAY,"101 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-20,2026-10-20,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127648001,a1G8d0000004H5CEAU,"13 Albuhera Road, Wellesley, Aldershot, Hants",Rent Review,2026-07-20,2026-10-20,Pending,CC1,Sh Owner,S/D House,Tenanted,Include,No,
127719001,a1G8d0000005YzuEAE,"4 Evelyn Close, Waterlooville, PO7 3DX",Rent Review,2026-07-20,2026-10-20,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127536030,a1G4J0000025xZaUAI,"603 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-21,2026-10-21,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127575001,a1G4J0000025xSXUAY,"21 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-07-22,2026-10-22,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127577001,a1G4J0000025w2KUAQ,"23 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-07-22,2026-10-22,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127579001,a1G4J0000025xZ5UAI,"25 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-07-22,2026-10-22,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127583001,a1G4J0000025xZhUAI,"32 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-07-22,2026-10-22,Pending,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127640001,a1G4J000004PvObUAK,"34 Barfoot Close, Waterlooville, PO7 3DS",Rent Review,2026-07-22,2026-10-22,Pending,DGX,Sh Owner,S/D House,Tenanted,Include,No,
127555001,a1G4J0000025xSeUAI,"12 Fire Station Road, Wellesley, Aldershot GU",Rent Review,2026-07-23,2026-10-23,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127364001,a1G4J0000025xFHUAY,"2 Churchill Close, Waterlooville, PO7 5GG",Rent Review,2026-07-24,2026-10-24,Pending,MM2,Sh Owner,Mid Terrace,Tenanted,Include,No,
127439001,a1G4J0000025xVzUAI,"27 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2026-07-24,2026-10-24,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127483070,a1G4J0000025xYoUAI,"70 Poppy Apartments, E16 2YH",Rent Review,2026-07-24,2026-10-24,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127733001,a1G8d0000005i37EAA,"6 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-07-24,2026-10-24,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127400001,a1G4J0000025xG4UAI,"9 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2026-07-25,2026-10-25,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127536015,a1G4J0000025xBNUAY,"303 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-25,2026-10-25,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127871001,a1GNz000004TLbSMAW,"35 Mandora Road, GU11 4FQ",Rent Review,2026-07-25,2026-10-25,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127872001,a1GNz000004TMZ7MAO,"37 Mandora Road, GU11 4FQ",Rent Review,2026-07-25,2026-10-25,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127873001,a1GNz000004TMUHMA4,"39 Mandora Road, GU11 4FQ",Rent Review,2026-07-25,2026-10-25,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127085001,a1G4J0000025wkqUAA,"1, Kipling House, Poppy Fields, Waterlooville",Rent Review,2026-07-26,2026-10-26,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127171001,a1G4J0000025x8oUAA,"11 Jerome Street Wellesley, Aldershot GU11 4A",Rent Review,2026-07-26,2026-10-26,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127536013,a1G4J0000025xHDUAY,"301 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-26,2026-10-26,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127729001,a1G8d0000005i2xEAA,"40 Plant Farm Crescent, Waterlooville PO7 3DB",Rent Review,2026-07-26,2026-10-26,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127730001,a1G8d0000005i2iEAA,"38 Plant Farm Crescent, Waterlooville PO7 3DB",Rent Review,2026-07-26,2026-10-26,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127137005,a1G4J0000025x7UUAQ,"5 Owen House, Trenchard Close, Waterlooville,",Rent Review,2026-07-27,2026-10-27,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127536021,a1G4J0000025xPlUAI,"403 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-27,2026-10-27,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127536027,a1G4J0000025wmjUAA,"503 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-27,2026-10-27,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127775001,a1GNz0000000zTJMAY,"16 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2026-07-27,2026-10-27,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127085005,a1G4J0000025xBkUAI,"5, Kipling House, Poppy Fields, Waterlooville",Rent Review,2026-07-28,2026-10-28,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127085006,a1G4J0000025wqUUAQ,"6, Kipling House, Poppy Fields, Waterlooville",Rent Review,2026-07-28,2026-10-28,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127102004,a1G4J0000025wTaUAI,4 Elizabeth House Scarletts Road Wellesley,Rent Review,2026-07-28,2026-10-28,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127102006,a1G4J0000025xCnUAI,6 Elizabeth House Scarletts Road Wellesley,Rent Review,2026-07-28,2026-10-28,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127102007,a1G4J0000025wjfUAA,7 Elizabeth House Scarletts Road Wellesley,Rent Review,2026-07-28,2026-10-28,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127365001,a1G4J0000025xORUAY,"4 Churchill Close, Waterlooville, PO7 5GG",Rent Review,2026-07-28,2026-10-28,Pending,MM2,Sh Owner,Mid Terrace,Tenanted,Include,No,
127137014,a1G4J0000025xFJUAY,"15 Owen House, Trenchard Close, Waterlooville",Rent Review,2026-07-29,2026-10-29,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127229007,a1G4J0000025xA5UAI,"Flat 7 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2026-07-29,2026-10-29,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127536006,a1G4J0000025xaCUAQ,"106 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-29,2026-10-29,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127536019,a1G4J0000025xcvUAA,"401 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-07-29,2026-10-29,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127580001,a1G4J0000025wlOUAQ,"27 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-07-29,2026-10-29,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127641001,a1G4J000004PvP0UAK,"36 Barfoot Close, Waterlooville, PO7 3DS",Rent Review,2026-07-29,2026-10-29,Pending,DGX,Sh Owner,S/D House,Tenanted,Include,No,
127438001,a1G4J0000025vyeUAA,"25 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2026-07-30,2026-10-30,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127483013,a1G4J0000025xGyUAI,"13 Poppy Apartments, E16 2YH",Rent Review,2026-07-30,2026-10-30,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127867001,a1GNz000004TFlWMAW,"4 Hadfield Place, GU11 4FX",Rent Review,2026-07-30,2026-10-30,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127868001,a1GNz000004TMVtMAO,"3 Hadfield Place, GU11 4FX",Rent Review,2026-07-30,2026-10-30,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127414001,a1G4J0000025x8tUAA,"25 Barrosa Road, Wellesley, Aldershot, Hants,",Rent Review,2026-07-31,2026-10-31,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127444001,a1G4J0000025xM1UAI,"15 Barrosa Road, Wellesley, Aldershot, Hants,",Rent Review,2026-07-31,2026-10-31,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127483082,a1G4J0000025xYaUAI,"82 Poppy Apartments, E16 2YH",Rent Review,2026-07-31,2026-10-31,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127343001,a1G4J0000025wK0UAI,"7 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2026-08-03,2026-11-03,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127167001,a1G4J0000025xFSUAY,"24 Nevinson Way, Waterlooville, Hampshire",Rent Review,2026-08-04,2026-11-04,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
103093001,a1G4J0000025tTpUAI,"57, Harley House, Marylebone Rd, NW1 5HL",Rent Review,2026-08-05,2026-12-05,Pending,SR1,Assured,Flat PB,Tenanted,Include,No,
127131001,a1G4J0000025xAKUAY,"1 Josephson House, Acland Street, Wellesley",Rent Review,2026-08-05,2026-11-05,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127536007,a1G4J0000025xbyUAA,"201 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-08-05,2026-11-05,Active,AL4,DMR ,Flat PB,Tenanted,Include,No,
127107006,a1G4J0000025xBbUAI,"6 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2026-08-06,2026-11-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127608004,a1G4J0000025xdkUAA,"Flat 3 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2026-08-08,2026-11-08,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127257010,a1G4J0000025xLvUAI,"11 Newcome Hse, Wellesley, Aldershot GU11 4BG",Rent Review,2026-08-12,2026-11-12,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127229017,a1G4J0000025wpJUAQ,"Flat17 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2026-08-14,2026-11-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127587005,a1G4J0000025xaGUAQ,"5 Cove Hse, Birkbeck Cl, Waterlooville, PO7",Rent Review,2026-08-14,2026-11-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127536004,a1G4J0000025xClUAI,"104 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-08-16,2026-11-16,Active,AL4,DMR ,Flat PB,Tenanted,Include,No,
